14	6	16384	9872	26589	10101110100001
14	7	16384	13878	24725	11111010101001
14	8	16384	15728	27294	11111001011101
15	1	32768	714	19616	101000000100001
15	2	32768	1736	16906	110001001010001
15	3	32768	4288	18780	100101000010111
15	4	32768	8457	20842	001011010000010
15	5	32768	13572	15621	111001001100101
15	6	32768	23058	20716	101101011010110
15	7	32768	24688	25720	111110100001111
15	8	32768	29786	28764	111111110001101
16	1	65536	876	18246	1001000101000001
16	2	65536	5966	17888	1000110101011010
16	3	65536	14328	18231	1110100100101010
16	4	65536	11539	16714	1110100010010001
16	5	65536	11860	31576	1111100000000001
16	6	65536	56718	19371	1111011001111111
16	7	65536	39392	24270	1111111000000011
16	8	65536	56746	31656	1111110001101101
17	1	131072	1640	29416	01011000000000001
17	2	131072	6117	25110	00101000001001100
17	3	131072	27424	18832	10110101000001111
17	4	131072	29790	24459	11110101000001101
17	5	131072	45737	27604	10100111100001011
17	6	131072	41854	22487	01100110010010110
17	7	131072	90872	30485	10110111001100111
17	8	131072	118184	31082	11011011101011011
18	1	262144	1130	38215	010001000000000000
18	2	262144	9118	24939	001100001001011000
18	3	262144	33162	25773	101100101010100001
18	4	262144	45292	26389	101100011001000101
18	5	262144	70266	23971	111110001001100011
18	6	262144	61154	23383	101111010000000011
18	7	262144	169858	26539	110111101001000011
18	8	262144	258204	27564	111111011111011110
19	1	524288	3057	30117	0010000000000000101
19	2	524288	15192	24167	1110010000010000001
19	3	524288	44023	27660	0101010010010000110
19	4	524288	75056	26392	1110010000010111011
19	5	524288	106313	28602	1011110000000010101
19	6	524288	171916	25363	1110110100000100111
19	7	524288	302288	26657	1111110100011000111
19	8	524288	385772	28400	0110111110100001111
20	1	1048576	18560	23617	00100111011101010001
20	2	1048576	48275	36597	00110100100000000011
20	3	1048576	38181	27672	00110101000100100111
20	4	1048576	238590	21561	10100101010110010011
20	5	1048576	99828	23809	10101110010001010001
20	6	1048576	184883	27458	10110111000001000111
20	7	1048576	566240	31608	11101110100001101111
20	8	1048576	600357	25943	11111100110010001001
21	1	2097152	8080	23870	100100101010000100100
21	2	2097152	118656	31382	101000100100000010011
21	3	2097152	63461	32060	110100000001000011011
21	4	2097152	425280	26823	111000101100011011101
21	5	2097152	415840	28038	110111001001100001111
21	6	2097152	381544	25030	110111100000001001111
21	7	2097152	608064	26445	010111101100001000111
21	8	2097152	1584060	31694	111101011011000001111
22	1	4194304	20162	24130	1011101000100000011001
22	2	4194304	84402	31358	1010000111100100100011
22	3	4194304	191492	30352	1101000001100000001111
22	4	4194304	1294980	36391	1110101110010101010001
22	5	4194304	1931169	25611	1010011100111010100101
22	6	4194304	2133677	25028	0011001111000111000001
22	7	4194304	1954432	24728	0111001010011011011111
22	8	4194304	1728688	31584	0101100001011110010111
23	1	8388608	49374	20814	01011000110000101110011
23	2	8388608	111292	39677	11000100000000000010011
23	3	8388608	140088	43207	10101100000100000100001
23	4	8388608	2423820	38674	01111000110010011000101
23	5	8388608	2107476	27877	11100110011000110001111
23	6	8388608	2062944	34285	11101010010100011101011
23	7	8388608	2037887	31934	11101100110000101010101
23	8	8388608	7049866	31698	11011111100100111011011
24	1	16777216	55450	40687	101110000000000000000000
24	2	16777216	357272	30337	110011010000011000000110
24	3	16777216	516810	36206	011010000011001000101010
24	4	16777216	3129676	38088	100111100011100001100100
1	1	2	2	4018	1
2	1	4	3	4958	10
2	2	4	4	3875	11
3	1	8	6	2875	110
3	2	8	7	2634	110
3	3	8	8	4517	111
4	1	16	7	4771	1000
4	2	16	11	6071	1100
4	3	16	15	7058	1110
4	4	16	16	10226	1111
5	1	32	12	3626	01010
5	2	32	16	7630	11000
5	3	32	26	7088	11100
5	4	32	31	9983	11110
5	5	32	32	10528	11111
6	1	64	28	4100	101001
6	2	64	26	8443	100100
6	3	64	52	12035	110110
6	4	64	57	10331	111010
6	5	64	64	11795	111111
6	6	64	64	9791	111111
7	1	128	22	9889	1001000
7	2	128	55	6004	0110010
7	3	128	84	11578	1110100
7	4	128	114	9516	1110101
7	5	128	120	9170	1101110
7	6	128	127	14163	1111101
7	7	128	128	16936	1111111
8	1	256	90	7753	01001101
8	2	256	121	8355	11000110
8	3	256	93	7495	11000001
8	4	256	197	12636	11110001
8	5	256	256	12773	11111111
8	6	256	256	19065	11111111
8	7	256	256	16852	11111111
8	8	256	256	14370	11111111
9	1	512	110	11276	110001010
9	2	512	202	9263	110011110
9	3	512	151	8820	011010001
9	4	512	321	13348	110100010
9	5	512	438	20895	111000111
9	6	512	508	12954	111111101
9	7	512	512	13862	111111111
9	8	512	512	16473	111111111
10	1	1024	38	18773	0010000000
10	2	1024	319	12222	1001011001
10	3	1024	330	14472	1100000101
10	4	1024	652	14267	1111101000
10	5	1024	960	12811	1111100111
10	6	1024	1016	17058	1110111111
10	7	1024	1020	19911	1111111011
10	8	1024	1024	17707	1111111111
11	1	2048	48	19939	10000000001
11	2	2048	560	13171	11001010001
11	3	2048	830	14041	10010010011
11	4	2048	779	15556	11011000001
11	5	2048	1696	18559	11111010100
11	6	2048	1695	19367	11001110101
11	7	2048	2048	11720	11111111111
11	8	2048	2048	17182	11111111111
12	1	4096	390	13740	010100110010
12	2	4096	322	14195	110000010001
12	3	4096	1411	13193	001010111001
12	4	4096	2544	15139	111110010010
12	5	4096	2508	18312	111011100001
12	6	4096	3666	21576	011111101101
12	7	4096	3736	21252	111011101011
12	8	4096	4052	22657	111111111100
13	1	8192	453	16129	1001001010000
13	2	8192	405	9924	1100001000100
13	3	8192	1113	20236	1101000000001
13	4	8192	3603	19475	1011010101010
13	5	8192	6097	17333	0011111010111
13	6	8192	5706	17998	1111100100011
13	7	8192	7024	20500	1110110111001
13	8	8192	7834	20819	1110011101111
14	1	16384	600	13187	11000000010110
14	2	16384	1912	15720	11010100101011
14	3	16384	3302	21990	11010100010011
14	4	16384	2515	16296	11011000010000
14	5	16384	7046	17365	11100110011000
14	6	16384	9872	26589	10101110100001
14	7	16384	13878	24725	11111010101001
14	8	16384	15728	27294	11111001011101
15	1	32768	714	19616	101000000100001
15	2	32768	1736	16906	110001001010001
15	3	32768	4288	18780	100101000010111
15	4	32768	8457	20842	001011010000010
15	5	32768	13572	15621	111001001100101
15	6	32768	23058	20716	101101011010110
15	7	32768	24688	25720	111110100001111
15	8	32768	29786	28764	111111110001101
16	1	65536	876	18246	1001000101000001
16	2	65536	5966	17888	1000110101011010
16	3	65536	14328	18231	1110100100101010
16	4	65536	11539	16714	1110100010010001
16	5	65536	11860	31576	1111100000000001
16	6	65536	56718	19371	1111011001111111
16	7	65536	39392	24270	1111111000000011
16	8	65536	56746	31656	1111110001101101
17	1	131072	1640	29416	01011000000000001
17	2	131072	6117	25110	00101000001001100
1	1	2	2	4018	1
2	1	4	3	4958	10
2	2	4	4	3875	11
3	1	8	6	2875	110
3	2	8	7	2634	110
3	3	8	8	4517	111
4	1	16	7	4771	1000
4	2	16	11	6071	1100
4	3	16	15	7058	1110
4	4	16	16	10226	1111
5	1	32	12	3626	01010
5	2	32	16	7630	11000
5	3	32	26	7088	11100
5	4	32	31	9983	11110
5	5	32	32	10528	11111
6	1	64	28	4100	101001
6	2	64	26	8443	100100
6	3	64	52	12035	110110
6	4	64	57	10331	111010
6	5	64	64	11795	111111
6	6	64	64	9791	111111
7	1	128	22	9889	1001000
7	2	128	55	6004	0110010
7	3	128	84	11578	1110100
7	4	128	114	9516	1110101
7	5	128	120	9170	1101110
7	6	128	127	14163	1111101
7	7	128	128	16936	1111111
8	1	256	90	7753	01001101
8	2	256	121	8355	11000110
8	3	256	93	7495	11000001
8	4	256	197	12636	11110001
8	5	256	256	12773	11111111
8	6	256	256	19065	11111111
8	7	256	256	16852	11111111
8	8	256	256	14370	11111111
9	1	512	110	11276	110001010
9	2	512	202	9263	110011110
9	3	512	151	8820	011010001
9	4	512	321	13348	110100010
9	5	512	438	20895	111000111
9	6	512	508	12954	111111101
9	7	512	512	13862	111111111
9	8	512	512	16473	111111111
10	1	1024	38	18773	0010000000
10	2	1024	319	12222	1001011001
10	3	1024	330	14472	1100000101
10	4	1024	652	14267	1111101000
10	5	1024	960	12811	1111100111
10	6	1024	1016	17058	1110111111
10	7	1024	1020	19911	1111111011
10	8	1024	1024	17707	1111111111
11	1	2048	48	19939	10000000001
11	2	2048	560	13171	11001010001
11	3	2048	830	14041	10010010011
11	4	2048	779	15556	11011000001
11	5	2048	1696	18559	11111010100
11	6	2048	1695	19367	11001110101
11	7	2048	2048	11720	11111111111
11	8	2048	2048	17182	11111111111
12	1	4096	390	13740	010100110010
12	2	4096	322	14195	110000010001
12	3	4096	1411	13193	001010111001
12	4	4096	2544	15139	111110010010
12	5	4096	2508	18312	111011100001
12	6	4096	3666	21576	011111101101
12	7	4096	3736	21252	111011101011
12	8	4096	4052	22657	111111111100
13	1	8192	453	16129	1001001010000
13	2	8192	405	9924	1100001000100
13	3	8192	1113	20236	1101000000001
13	4	8192	3603	19475	1011010101010
13	5	8192	6097	17333	0011111010111
13	6	8192	5706	17998	1111100100011
13	7	8192	7024	20500	1110110111001
13	8	8192	7834	20819	1110011101111
14	1	16384	600	13187	11000000010110
14	2	16384	1912	15720	11010100101011
14	3	16384	3302	21990	11010100010011
14	4	16384	2515	16296	11011000010000
14	5	16384	7046	17365	11100110011000
14	6	16384	9872	26589	10101110100001
14	7	16384	13878	24725	11111010101001
14	8	16384	15728	27294	11111001011101
15	1	32768	714	19616	101000000100001
15	2	32768	1736	16906	110001001010001
15	3	32768	4288	18780	100101000010111
15	4	32768	8457	20842	001011010000010
15	5	32768	13572	15621	111001001100101
15	6	32768	23058	20716	101101011010110
15	7	32768	24688	25720	111110100001111
15	8	32768	29786	28764	111111110001101
16	1	65536	876	18246	1001000101000001
16	2	65536	5966	17888	1000110101011010
16	3	65536	14328	18231	1110100100101010
16	4	65536	11539	16714	1110100010010001
16	5	65536	11860	31576	1111100000000001
16	6	65536	56718	19371	1111011001111111
16	7	65536	39392	24270	1111111000000011
16	8	65536	56746	31656	1111110001101101
17	1	131072	1640	29416	01011000000000001
17	2	131072	6117	25110	00101000001001100
17	3	131072	27424	18832	10110101000001111
17	4	131072	29790	24459	11110101000001101
17	5	131072	45737	27604	10100111100001011
17	6	131072	41854	22487	01100110010010110
17	7	131072	90872	30485	10110111001100111
17	8	131072	118184	31082	11011011101011011
18	1	262144	1130	38215	010001000000000000
18	2	262144	9118	24939	001100001001011000
18	3	262144	33162	25773	101100101010100001
18	4	262144	45292	26389	101100011001000101
18	5	262144	70266	23971	111110001001100011
18	6	262144	61154	23383	101111010000000011
18	7	262144	169858	26539	110111101001000011
18	8	262144	258204	27564	111111011111011110
19	1	524288	3057	30117	0010000000000000101
19	2	524288	15192	24167	1110010000010000001
19	3	524288	44023	27660	0101010010010000110
19	4	524288	75056	26392	1110010000010111011
19	5	524288	106313	28602	1011110000000010101
19	6	524288	171916	25363	1110110100000100111
19	7	524288	302288	26657	1111110100011000111
19	8	524288	385772	28400	0110111110100001111
20	1	1048576	18560	23617	00100111011101010001
20	2	1048576	48275	36597	00110100100000000011
20	3	1048576	38181	27672	00110101000100100111
20	4	1048576	238590	21561	10100101010110010011
20	5	1048576	99828	23809	10101110010001010001
20	6	1048576	184883	27458	10110111000001000111
20	7	1048576	566240	31608	11101110100001101111
20	8	1048576	600357	25943	11111100110010001001
21	1	2097152	8080	23870	100100101010000100100
21	2	2097152	118656	31382	101000100100000010011
21	3	2097152	63461	32060	110100000001000011011
21	4	2097152	425280	26823	111000101100011011101
21	5	2097152	415840	28038	110111001001100001111
21	6	2097152	381544	25030	110111100000001001111
21	7	2097152	608064	26445	010111101100001000111
21	8	2097152	1584060	31694	111101011011000001111
22	1	4194304	20162	24130	1011101000100000011001
22	2	4194304	84402	31358	1010000111100100100011
22	3	4194304	191492	30352	1101000001100000001111
22	4	4194304	1294980	36391	1110101110010101010001
22	5	4194304	1931169	25611	1010011100111010100101
22	6	4194304	2133677	25028	0011001111000111000001
22	7	4194304	1954432	24728	0111001010011011011111
22	8	4194304	1728688	31584	0101100001011110010111
23	1	8388608	49374	20814	01011000110000101110011
23	2	8388608	111292	39677	11000100000000000010011
23	3	8388608	140088	43207	10101100000100000100001
23	4	8388608	2423820	38674	01111000110010011000101
1	1	2	2	4018	1
2	1	4	3	4958	10
2	2	4	4	3875	11
3	1	8	6	2875	110
3	2	8	7	2634	110
3	3	8	8	4517	111
4	1	16	7	4771	1000
4	2	16	11	6071	1100
4	3	16	15	7058	1110
4	4	16	16	10226	1111
5	1	32	12	3626	01010
5	2	32	16	7630	11000
5	3	32	26	7088	11100
5	4	32	31	9983	11110
5	5	32	32	10528	11111
6	1	64	28	4100	101001
6	2	64	26	8443	100100
6	3	64	52	12035	110110
6	4	64	57	10331	111010
6	5	64	64	11795	111111
6	6	64	64	9791	111111
7	1	128	22	9889	1001000
7	2	128	55	6004	0110010
7	3	128	84	11578	1110100
7	4	128	114	9516	1110101
7	5	128	120	9170	1101110
7	6	128	127	14163	1111101
7	7	128	128	16936	1111111
8	1	256	90	7753	01001101
8	2	256	121	8355	11000110
8	3	256	93	7495	11000001
8	4	256	197	12636	11110001
8	5	256	256	12773	11111111
8	6	256	256	19065	11111111
8	7	256	256	16852	11111111
8	8	256	256	14370	11111111
9	1	512	110	11276	110001010
9	2	512	202	9263	110011110
9	3	512	151	8820	011010001
9	4	512	321	13348	110100010
9	5	512	438	20895	111000111
9	6	512	508	12954	111111101
9	7	512	512	13862	111111111
9	8	512	512	16473	111111111
10	1	1024	38	18773	0010000000
10	2	1024	319	12222	1001011001
10	3	1024	330	14472	1100000101
10	4	1024	652	14267	1111101000
10	5	1024	960	12811	1111100111
10	6	1024	1016	17058	1110111111
10	7	1024	1020	19911	1111111011
10	8	1024	1024	17707	1111111111
11	1	2048	48	19939	10000000001
11	2	2048	560	13171	11001010001
11	3	2048	830	14041	10010010011
11	4	2048	779	15556	11011000001
11	5	2048	1696	18559	11111010100
11	6	2048	1695	19367	11001110101
11	7	2048	2048	11720	11111111111
11	8	2048	2048	17182	11111111111
12	1	4096	390	13740	010100110010
12	2	4096	322	14195	110000010001
12	3	4096	1411	13193	001010111001
12	4	4096	2544	15139	111110010010
12	5	4096	2508	18312	111011100001
12	6	4096	3666	21576	011111101101
12	7	4096	3736	21252	111011101011
12	8	4096	4052	22657	111111111100
13	1	8192	453	16129	1001001010000
13	2	8192	405	9924	1100001000100
13	3	8192	1113	20236	1101000000001
13	4	8192	3603	19475	1011010101010
13	5	8192	6097	17333	0011111010111
13	6	8192	5706	17998	1111100100011
13	7	8192	7024	20500	1110110111001
13	8	8192	7834	20819	1110011101111
14	1	16384	600	13187	11000000010110
14	2	16384	1912	15720	11010100101011
14	3	16384	3302	21990	11010100010011
14	4	16384	2515	16296	11011000010000
14	5	16384	7046	17365	11100110011000
14	6	16384	9872	26589	10101110100001
14	7	16384	13878	24725	11111010101001
14	8	16384	15728	27294	11111001011101
15	1	32768	714	19616	101000000100001
15	2	32768	1736	16906	110001001010001
15	3	32768	4288	18780	100101000010111
15	4	32768	8457	20842	001011010000010
15	5	32768	13572	15621	111001001100101
15	6	32768	23058	20716	101101011010110
15	7	32768	24688	25720	111110100001111
15	8	32768	29786	28764	111111110001101
16	1	65536	876	18246	1001000101000001
16	2	65536	5966	17888	1000110101011010
16	3	65536	14328	18231	1110100100101010
16	4	65536	11539	16714	1110100010010001
16	5	65536	11860	31576	1111100000000001
16	6	65536	56718	19371	1111011001111111
16	7	65536	39392	24270	1111111000000011
16	8	65536	56746	31656	1111110001101101
17	1	131072	1640	29416	01011000000000001
17	2	131072	6117	25110	00101000001001100
17	3	131072	27424	18832	10110101000001111
17	4	131072	29790	24459	11110101000001101
17	5	131072	45737	27604	10100111100001011
17	6	131072	41854	22487	01100110010010110
17	7	131072	90872	30485	10110111001100111
17	8	131072	118184	31082	11011011101011011
18	1	262144	1130	38215	010001000000000000
18	2	262144	9118	24939	001100001001011000
18	3	262144	33162	25773	101100101010100001
18	4	262144	45292	26389	101100011001000101
18	5	262144	70266	23971	111110001001100011
18	6	262144	61154	23383	101111010000000011
18	7	262144	169858	26539	110111101001000011
18	8	262144	258204	27564	111111011111011110
19	1	524288	3057	30117	0010000000000000101
19	2	524288	15192	24167	1110010000010000001
19	3	524288	44023	27660	0101010010010000110
19	4	524288	75056	26392	1110010000010111011
19	5	524288	106313	28602	1011110000000010101
19	6	524288	171916	25363	1110110100000100111
19	7	524288	302288	26657	1111110100011000111
19	8	524288	385772	28400	0110111110100001111
20	1	1048576	18560	23617	00100111011101010001
20	2	1048576	48275	36597	00110100100000000011
20	3	1048576	38181	27672	00110101000100100111
20	4	1048576	238590	21561	10100101010110010011
20	5	1048576	99828	23809	10101110010001010001
20	6	1048576	184883	27458	10110111000001000111
20	7	1048576	566240	31608	11101110100001101111
20	8	1048576	600357	25943	11111100110010001001
21	1	2097152	8080	23870	100100101010000100100
21	2	2097152	118656	31382	101000100100000010011
21	3	2097152	63461	32060	110100000001000011011
21	4	2097152	425280	26823	111000101100011011101
21	5	2097152	415840	28038	110111001001100001111
21	6	2097152	381544	25030	110111100000001001111
21	7	2097152	608064	26445	010111101100001000111
21	8	2097152	1584060	31694	111101011011000001111
22	1	4194304	20162	24130	1011101000100000011001
22	2	4194304	84402	31358	1010000111100100100011
22	3	4194304	191492	30352	1101000001100000001111
22	4	4194304	1294980	36391	1110101110010101010001
22	5	4194304	1931169	25611	1010011100111010100101
22	6	4194304	2133677	25028	0011001111000111000001
22	7	4194304	1954432	24728	0111001010011011011111
22	8	4194304	1728688	31584	0101100001011110010111
23	1	8388608	49374	20814	01011000110000101110011
23	2	8388608	111292	39677	11000100000000000010011
23	3	8388608	140088	43207	10101100000100000100001
23	4	8388608	2423820	38674	01111000110010011000101
23	5	8388608	2107476	27877	11100110011000110001111
23	6	8388608	2062944	34285	11101010010100011101011
23	7	8388608	2037887	31934	11101100110000101010101
23	8	8388608	7049866	31698	11011111100100111011011
24	1	16777216	55450	40687	101110000000000000000000
24	2	16777216	357272	30337	110011010000011000000110
24	3	16777216	516810	36206	011010000011001000101010
24	4	16777216	3129676	38088	100111100011100001100100
24	5	16777216	4127300	26699	101101000111001010111111
24	6	16777216	4162349	38406	110101101000101011000111
24	7	16777216	5996491	37833	101101001010100111001001
24	8	16777216	7243071	27055	111101010010110010000011
25	1	33554432	81418	52643	1010001000000000000000000
25	2	33554432	893724	30361	1100000010111001100110110
25	3	33554432	497424	26762	0101010000000100000000101
25	4	33554432	3547054	37499	1101000010101001101010001
25	5	33554432	1636348	35819	1111101110000001000000111
25	6	33554432	12566985	32398	1001101101010101011001101
25	7	33554432	4650696	36293	1011011101000000010000111
25	8	33554432	12280776	39602	1111101000110001001101101
